year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.00929
2017,Business Skills,Employee Learning & Development,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00743
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Management Consulting,0.00601
2017,Business Skills,Employee Learning & Development,K,Financial and insurance activities,Insurance,0.00584
2017,Business Skills,Employee Learning & Development,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00383
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Executive Office,0.00332
2017,Business Skills,Employee Learning & Development,K,Financial and insurance activities,Financial Services,0.00273
2017,Business Skills,Employee Learning & Development,J,Information and communication,Internet,0.00248
2017,Business Skills,Employee Learning & Development,J,Information and communication,Telecommunications,0.00227
2017,Business Skills,Employee Learning & Development,J,Information and communication,Information Technology & Services,0.00222
2017,Business Skills,Employee Learning & Development,J,Information and communication,Computer Software,0.00213
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Information Services,0.00202
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Automotive,0.00198
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Pharmaceuticals,0.0018
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Environmental Services,0.00167
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Food Production,0.00162
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Aviation & Aerospace,0.0015
2017,Business Skills,Employee Learning & Development,R,"Arts, entertainment and recreation ",Sports,0.00142
2017,Business Skills,Employee Learning & Development,B,Mining and quarrying,Oil & Energy,0.00137
2017,Business Skills,Employee Learning & Development,R,"Arts, entertainment and recreation ",Entertainment,0.00132
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Legal Services,0.00118
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Electrical & Electronic Manufacturing,0.00116
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Plastics,0.00109
2017,Business Skills,Employee Learning & Development,K,Financial and insurance activities,Banking,0.00108
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Textiles,9.40E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Marketing & Advertising,8.40E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Packaging & Containers,8.20E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Chemicals,8.00E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Accounting,8.00E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Biotechnology,7.20E-04
2017,Business Skills,Employee Learning & Development,B,Mining and quarrying,Mining & Metals,7.00E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Research,6.50E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,6.20E-04
2017,Business Skills,Employee Learning & Development,J,Information and communication,Publishing,5.70E-04
2017,Business Skills,Employee Learning & Development,K,Financial and insurance activities,Investment Management,5.60E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Veterinary,4.50E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Machinery,4.20E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Renewables & Environment,4.20E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Law Practice,4.00E-04
2017,Business Skills,Employee Learning & Development,R,"Arts, entertainment and recreation ",Animation,3.70E-04
2017,Business Skills,Employee Learning & Development,J,Information and communication,Semiconductors,3.60E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Events Services,3.60E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Paper & Forest Products,3.10E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Market Research,3.10E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Industrial Automation,2.70E-04
2017,Business Skills,Employee Learning & Development,J,Information and communication,Computer & Network Security,2.40E-04
2017,Business Skills,Employee Learning & Development,C,Manufacturing,Printing,2.20E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Design,1.90E-04
2017,Business Skills,Employee Learning & Development,J,Information and communication,Broadcast Media,1.90E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Architecture & Planning,1.30E-04
2017,Business Skills,Entrepreneurship,K,Financial and insurance activities,Venture Capital & Private Equity,0.02671
2017,Business Skills,Entrepreneurship,K,Financial and insurance activities,Investment Banking,0.00499
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Executive Office,0.00456
2017,Business Skills,Entrepreneurship,K,Financial and insurance activities,Investment Management,0.00282
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Professional Training & Coaching,0.0026
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Management Consulting,0.00247
2017,Business Skills,Entrepreneurship,J,Information and communication,Internet,0.00237
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Information Services,0.00224
2017,Business Skills,Entrepreneurship,C,Manufacturing,Renewables & Environment,0.00202
2017,Business Skills,Entrepreneurship,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00178
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Market Research,0.00155
2017,Business Skills,Entrepreneurship,J,Information and communication,Online Media,0.00147
2017,Business Skills,Entrepreneurship,J,Information and communication,Computer Hardware,0.00147
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Biotechnology,0.00145
2017,Business Skills,Entrepreneurship,J,Information and communication,Computer Networking,0.00144
2017,Business Skills,Entrepreneurship,J,Information and communication,Computer Software,0.00129
2017,Business Skills,Entrepreneurship,J,Information and communication,Computer Games,0.00122
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Events Services,0.0012
2017,Business Skills,Entrepreneurship,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.0012
2017,Business Skills,Entrepreneurship,J,Information and communication,Computer & Network Security,0.00119
2017,Business Skills,Entrepreneurship,J,Information and communication,Publishing,0.00115
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Marketing & Advertising,9.70E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Environmental Services,8.80E-04
2017,Business Skills,Entrepreneurship,R,"Arts, entertainment and recreation ",Sports,8.30E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Industrial Automation,8.10E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Textiles,7.80E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Legal Services,7.40E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Law Practice,6.70E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Public Relations & Communications,6.50E-04
2017,Business Skills,Entrepreneurship,R,"Arts, entertainment and recreation ",Entertainment,6.30E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Food Production,6.20E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Research,5.80E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Design,5.60E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Aviation & Aerospace,5.60E-04
2017,Business Skills,Entrepreneurship,J,Information and communication,Information Technology & Services,5.10E-04
2017,Business Skills,Entrepreneurship,K,Financial and insurance activities,Financial Services,4.80E-04
2017,Business Skills,Entrepreneurship,J,Information and communication,Writing & Editing,4.70E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Outsourcing/Offshoring,4.70E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Electrical & Electronic Manufacturing,4.60E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Printing,4.40E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Accounting,4.00E-04
2017,Business Skills,Entrepreneurship,J,Information and communication,Telecommunications,3.70E-04
2017,Business Skills,Entrepreneurship,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,3.50E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Automotive,2.90E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Pharmaceuticals,2.40E-04
2017,Business Skills,Entrepreneurship,J,Information and communication,Media Production,2.30E-04
2017,Business Skills,Entrepreneurship,K,Financial and insurance activities,Insurance,2.30E-04
2017,Business Skills,Entrepreneurship,C,Manufacturing,Chemicals,2.00E-04
2017,Business Skills,Entrepreneurship,B,Mining and quarrying,Mining & Metals,1.60E-04
2017,Business Skills,Entrepreneurship,K,Financial and insurance activities,Banking,1.50E-04
